weirdsoft	0.95	10	30	0.521081429	0.575780089	0.457374171
weirdsoft	0.95	100	30	0.523091881	0.57379891	0.456851797
weirdsoft	0.95	1000	30	0.558139535	0.622090144	0.416617791
weirdsoft	0.95	10000	30	0.651008932	0.712729074	0.324276081
weirdsoft	0.95	100000	30	0.70938446	0.756810302	0.271434295
